RecordID,CustomerID_Hash,Statement_Generation_Date,Statement_Period_Months,Opening_Balance,Closing_Balance,Total_Credits,Num_Credit_Transactions,Total_Debits,Num_Debit_Transactions,Probable_Salary_Deposits_Count,Probable_Salary_Total,Other_Credits_Total,ATM_Withdrawals_Count,ATM_Withdrawals_Total,POS_Purchases_Count,POS_Purchases_Total,Airtime_Purchases_Count,Airtime_Purchases_Total,Online_P2P_Payments_Count,Online_P2P_Payments_Total,Send_Money_eWallet_Count,Send_Money_eWallet_Total,Debit_Orders_Processed_Count,Debit_Orders_Processed_Total,Debit_Orders_Returned_Count,Debit_Orders_Returned_Total,Fees_Monthly_Account_Total,Fees_Service_Charges_Total,Fees_Penalty_Interest_Total,Fees_Unpaid_Item_Charges_Total,Fees_Honouring_Charges_Total,VAT_on_Charges,Transfers_To_Savings_Count,Transfers_To_Savings_Total,Days_Balance_Below_Zero,Min_Balance_Recorded,Max_Balance_Recorded,Account_Type_Code,Net_Income,Salary_Ratio,Savings_Ratio,Expense_Ratio,Balance_Stability,Fees_Total,Credit_Score_Class
69,49776617ca,2024-11-21,3,2050.96,15800.33,4184.29,11,6235.25,104,5,3401.38,782.91,0,1602.98,4,2418.36,3,94.64,5,190.77,3,398.56,5,828.37,4,748.64,30.19,238.29,0.0,76.36,0.0,48.28,7,1008.74,63,608.63,8441.11,3,-2050.96,0.812892987818722,0.24107793675868547,1.0,7832.4800000000005,344.84000000000003,0
70,db460c0092,2024-04-05,3,3496.51,2973.45,11271.24,48,11794.3,82,5,10116.53,1154.71,9,808.95,2,3526.05,10,582.72,10,973.0,4,187.22,1,155.2,1,76.82,39.35,196.69,0.0,66.76,0.0,42.39,1,1478.19,24,2941.3,5154.7,2,-523.0599999999995,0.8975525319308257,0.13114706101546947,0.7986524690626534,2213.3999999999996,302.8,2
71,6b87328ada,2025-04-28,3,2601.98,12941.45,32298.74,24,21959.27,24,5,26354.1,5944.64,7,2626.58,6,1636.08,2,230.96,10,1989.52,3,1774.04,5,1671.8,4,321.52,6.89,183.23,28.87,39.06,2.57,36.49,6,2863.05,26,1172.37,20716.08,2,10339.470000000001,0.815948238228488,0.08864277677705075,0.6291924636511796,19543.710000000003,260.61999999999995,2
72,f8c5889362,2024-04-02,3,6340.43,7314.78,32598.52,16,31624.17,63,0,0.0,32598.52,5,7359.42,16,2912.64,9,220.28,4,2080.43,1,809.54,5,7500.62,1,1717.13,31.25,138.69,0.0,105.83,0.0,38.61,4,5000.08,21,570.4,7905.15,2,974.3500000000022,0.0,0.1533836505460984,0.812147477012092,7334.75,275.77,1
73,34a58fd1ac,2024-10-05,3,4826.39,-664.96,5714.67,39,11206.02,16,2,3641.96,2072.71,7,898.52,0,1652.88,3,223.6,2,636.17,2,1098.23,1,2860.61,1,2344.97,29.95,204.93,24.65,128.02,73.34,64.52,4,657.97,0,121.71,7388.41,3,-5491.35,0.6373001415654798,0.11513700703627681,1.0630828398661993,7266.7,460.89,1
74,68557a3b33,2024-07-27,3,4814.39,19111.69,9594.73,30,14409.12,31,5,6651.45,2943.28,6,3681.15,20,4558.58,5,282.03,5,1426.72,1,331.42,0,2764.95,0,0.0,32.91,167.0,0.0,0.0,0.0,27.99,3,732.73,69,-18.34,18900.72,1,-4814.390000000001,0.6932399348392294,0.0763679644971771,1.0000000000000002,18919.06,199.91,0
75,9ec678f85b,2025-02-02,3,4212.6,5195.09,25902.38,41,24919.89,41,0,0.0,25902.38,3,2540.58,5,7720.95,6,401.49,5,1709.31,2,665.25,1,2081.84,0,0.0,7.9,91.84,0.0,0.0,0.0,13.96,6,3852.91,56,2092.49,20048.76,3,982.4900000000016,0.0,0.14874733518695965,0.8274915009075217,17956.269999999997,99.74000000000001,0
76,3dab86f66e,2024-02-11,3,6409.66,13448.75,24008.26,35,16969.17,37,5,15155.86,8852.4,4,1407.71,14,3213.47,8,245.34,1,195.87,4,1031.17,2,923.37,0,0.0,42.76,293.97,0.0,0.0,0.0,47.14,7,1175.64,90,595.79,27974.25,3,7039.09,0.6312769021994931,0.048968146796144335,0.5578675333487628,27378.46,336.73,0
77,97754ae921,2024-06-30,3,8465.6,5985.12,18426.29,55,20906.77,33,5,6684.53,11741.76,7,3271.14,10,3139.59,8,340.62,5,987.69,1,734.29,0,1432.54,0,0.0,43.71,54.29,0.0,0.0,0.0,13.72,2,1087.07,77,6438.49,11061.96,3,-2480.4799999999996,0.36277134463855715,0.05899559813722675,0.7774377330860717,4623.469999999999,98.0,0
78,e748263e23,2024-10-24,3,2946.98,8715.95,18525.54,18,12756.57,23,0,0.0,18525.54,3,1049.16,20,3685.42,6,279.91,0,1013.61,3,899.59,0,66.33,0,0.0,11.88,46.36,0.0,0.0,0.0,8.15,2,1340.21,54,-147.48,15188.76,2,5768.970000000001,0.0,0.07234391008305291,0.594088164779914,15336.24,58.24,1
79,60b26617a1,2025-02-13,3,371.5,10685.43,25014.18,38,14700.25,13,5,21184.32,3829.86,9,1585.95,5,421.52,0,454.59,4,483.42,5,588.85,4,3866.57,0,0.0,38.32,222.0,0.0,0.0,0.0,36.44,0,495.83,31,-1217.65,20664.45,2,10313.93,0.8468924426065535,0.019821956985997542,0.5790764714595,21882.100000000002,260.32,2
80,6cafeb8f09,2024-08-13,3,393.66,-819.14,38421.12,51,39633.92,16,3,22483.73,15937.39,5,2128.61,7,14611.0,3,1685.75,7,2282.91,4,1600.85,1,161.13,0,0.0,32.82,53.59,16.4,0.0,68.64,24.0,9,3403.73,21,-851.87,33775.51,3,-1212.7999999999956,0.5851919465127513,0.08859007754068594,1.0211038166389192,34627.380000000005,171.45,1
81,891c5e2324,2024-10-08,3,2785.47,5929.03,26576.83,24,23433.27,54,6,17780.69,8796.14,10,1608.81,0,484.99,6,1026.96,0,633.34,0,1891.48,3,6065.37,2,4017.36,39.84,211.54,0.0,47.27,0.0,41.81,2,1925.37,64,1734.89,25176.33,3,3143.5600000000013,0.6690297526078166,0.07244543461353366,0.7980733798101647,23441.440000000002,298.65,1
82,f54c312cef,2024-02-08,3,4671.08,12103.08,34009.4,25,26577.4,45,5,15864.07,18145.33,10,895.49,8,5660.82,3,589.08,9,1502.39,0,484.83,1,5593.79,1,3904.31,42.97,79.01,0.0,199.69,0.0,45.03,1,4900.87,83,3126.72,24381.48,3,7432.0,0.4664613312789993,0.14410339494375082,0.6871010907827411,21254.76,321.67,0
83,033f8b36a4,2024-08-28,3,7329.11,-1915.71,19915.26,12,29160.08,14,2,6294.16,13621.1,0,2858.22,7,6807.96,8,712.5,10,1776.96,3,2667.87,4,1690.95,2,1549.94,40.39,291.4,0.0,51.83,0.0,53.71,5,2681.36,31,1824.68,18521.99,1,-9244.820000000003,0.31604709152679905,0.13463846316844472,1.0703158120374963,16697.31,383.61999999999995,0
84,e9e6e92d3d,2024-07-19,3,7357.6,5625.91,15504.16,11,17235.85,16,3,5607.2,9896.96,4,3607.67,9,1435.58,2,365.55,3,58.11,1,1407.13,1,4362.5,1,123.44,30.09,292.81,0.0,66.22,0.0,54.48,9,2753.06,0,2030.48,17991.69,1,-1731.6899999999987,0.3616577744295724,0.17756911693377778,0.7539161464384193,15961.21,389.12,2
85,e87e23fd35,2024-11-28,3,6936.31,1300.97,30269.01,37,35904.35,120,2,22357.69,7911.32,3,9419.84,11,1661.42,2,714.68,4,2122.1,3,1614.09,3,7355.02,0,0.0,40.41,124.54,0.0,0.0,0.0,23.09,6,1773.09,58,-1150.39,27719.83,2,-5635.34,0.738633011122597,0.05857773346402806,0.9650326888735267,28870.22,164.95,0
86,9646789a0b,2025-04-24,3,5342.1,2888.66,36530.64,60,38984.08,86,3,28870.21,7660.43,1,11473.22,12,1748.0,9,891.98,5,728.53,2,3409.8,0,2294.93,0,0.0,18.69,54.81,0.0,0.0,0.0,10.29,1,1989.53,67,-63.71,14441.97,3,-2453.4400000000023,0.79030123753649,0.05446195303449378,0.9310133514071447,14505.679999999998,73.5,0
87,f3e9bcd43d,2024-07-25,3,609.12,14358.65,5993.0,29,6602.12,40,5,4267.26,1725.74,0,1610.99,16,552.69,10,77.52,7,141.92,0,276.09,4,1711.53,4,1258.16,6.52,269.88,0.0,171.07,0.0,62.65,6,1065.28,50,-951.09,9262.97,2,-609.1199999999999,0.7120407141665277,0.177754046387452,1.0,10214.06,447.46999999999997,1
88,21c9c22a50,2025-02-10,3,6524.74,9841.8,21405.06,38,18088.0,22,6,8247.54,13157.52,10,1329.91,17,427.57,6,726.67,5,1091.02,0,1646.62,1,4917.66,1,2632.81,22.93,221.63,0.0,23.96,0.0,37.59,7,2569.22,42,-1270.05,12394.7,1,3317.0600000000013,0.3853079598935953,0.1200286287447921,0.6476236850962054,13664.75,268.52,1
89,313cc478d4,2024-05-02,3,97.17,3298.55,38532.5,57,35331.12,35,4,13755.38,24777.12,7,141.72,8,6751.49,1,538.57,8,1089.55,0,2196.07,4,3805.63,0,0.0,27.64,166.53,39.83,0.0,29.92,36.95,2,6732.52,26,-1260.32,38346.57,3,3201.3799999999974,0.3569812495944981,0.17472315577759034,0.9146109713078058,39606.89,263.92,1
90,47ab1c02a9,2024-12-21,3,4091.31,18277.54,13466.6,34,17557.91,116,1,9156.0,4310.6,9,1527.22,13,2903.57,5,733.03,5,930.57,0,18.54,1,1775.27,0,0.0,44.59,277.45,0.0,0.0,0.0,45.09,6,2591.86,49,-976.55,18175.93,1,-4091.3099999999995,0.6799043559621583,0.19246580428615984,1.0,19152.48,322.03999999999996,1
91,8e7315364d,2025-05-01,3,3844.94,10621.63,1456.47,57,5301.41,65,6,1055.17,401.3,6,394.68,16,1755.61,2,60.21,9,441.42,5,379.98,4,1101.82,4,710.04,11.67,175.33,0.0,135.38,0.0,45.13,9,303.82,82,1926.29,8580.84,3,-3844.9399999999996,0.7244708095601008,0.20860024579977615,1.0,6654.55,322.38,0
92,3b9988fed4,2024-04-25,3,3254.75,-1670.07,18939.09,53,23863.91,34,1,11189.58,7749.51,1,2237.84,10,5255.9,8,688.05,5,1696.64,2,1022.71,2,5327.63,1,1083.12,7.05,71.24,0.0,80.77,0.0,22.27,4,2825.49,70,-292.68,-949.05,2,-4924.82,0.5908193054682142,0.14918826617329553,1.0752492583527682,-656.3699999999999,159.06,0
93,617379250e,2024-04-04,3,4552.14,14863.58,39756.0,57,29444.56,19,2,20501.55,19254.45,6,2961.72,14,1701.38,7,813.93,6,2203.31,3,1288.98,5,4379.61,1,3512.27,36.93,215.59,28.81,111.16,26.49,58.66,7,601.46,7,-1104.13,15857.9,1,10311.439999999999,0.5156844249924539,0.015128785592111883,0.6645406464816623,16962.03,418.98,2
94,1e3bf8d2bc,2024-09-16,3,2757.85,10895.9,33291.41,18,25153.36,14,6,16463.64,16827.77,2,5610.94,0,9051.43,1,570.27,6,1717.52,0,2104.0,4,5211.27,0,0.0,14.63,166.0,0.0,0.0,0.0,25.29,1,2066.35,86,-1237.08,23293.66,3,8138.050000000003,0.49453117185484174,0.06206856363248056,0.6977496902849045,24530.739999999998,180.63,0
95,b5100d9211,2025-04-23,3,5241.2,14771.89,32047.07,42,22516.38,109,4,26332.17,5714.9,10,259.24,5,2170.36,1,276.78,6,0.91,0,426.57,3,5676.38,0,0.0,40.97,52.75,24.91,0.0,28.8,20.64,10,3203.03,90,4175.85,22689.23,2,9530.689999999999,0.8216716848061304,0.09994767072309575,0.6038461961362113,18513.379999999997,147.43,1
96,966eb8c785,2024-02-05,3,7436.46,-1846.71,27638.87,51,36922.04,56,2,24633.89,3004.98,1,10595.26,13,14586.06,1,1570.5,1,2791.34,0,982.2,5,5889.72,2,5214.83,5.36,185.11,0.0,16.36,0.0,28.96,6,3804.82,63,6491.19,22972.09,1,-9283.170000000002,0.8912770312245037,0.137661923226239,1.052649825390096,16480.9,206.83000000000004,0
97,866403c5ba,2024-01-05,3,5175.55,6748.21,31246.66,39,29674.0,31,6,16188.9,15057.76,10,7261.35,8,5428.77,9,867.43,10,1540.52,5,138.46,5,6843.24,5,4504.24,32.03,18.31,0.0,112.57,0.0,22.81,4,659.97,9,1845.82,10042.41,1,1572.6599999999999,0.5181001745466556,0.021121297444270843,0.8147226650991249,8196.59,162.91,2
98,f9888bfa67,2025-03-21,3,7429.08,11587.92,17239.76,60,13080.92,89,3,8477.57,8762.19,8,3065.75,18,1392.46,1,146.77,4,703.43,4,684.58,4,2797.94,0,0.0,35.15,37.9,0.0,0.0,0.0,10.23,2,389.74,36,2932.91,15097.73,1,4158.839999999998,0.4917452447133835,0.022607043253502372,0.5302608472875093,12164.82,73.05,2
99,274d3b81c2,2024-05-14,3,9324.69,3224.14,25621.49,18,31722.04,78,3,17352.02,8269.47,10,2782.27,16,9315.82,8,535.13,2,615.32,5,943.86,3,248.99,3,28.41,36.16,139.85,0.0,21.9,0.0,27.71,5,2075.03,21,3282.4,28123.95,3,-6100.549999999999,0.677244766014779,0.0809878738512085,0.9077398445266407,24841.55,197.91,1
100,79253435a5,2024-08-23,3,9887.36,4771.12,11739.39,52,16855.63,24,1,3843.17,7896.22,8,1463.71,13,3889.42,6,211.57,10,184.09,4,544.49,4,4323.1,4,1041.41,42.73,12.78,0.0,168.89,0.0,31.42,2,1160.01,37,-275.5,21466.43,2,-5116.240000000002,0.3273739095472593,0.09881348179079152,0.7793880264024877,21741.93,224.39999999999998,0
101,ae20f26b67,2025-02-23,3,699.57,10924.84,12083.81,12,1858.54,13,4,5900.24,6183.57,5,319.5,8,100.7,2,37.61,1,14.45,5,25.91,1,302.65,1,64.42,40.56,40.38,0.0,145.11,0.0,31.65,8,101.69,59,-1127.33,11724.79,1,10225.27,0.48827646247334244,0.008415392165219414,0.14538721371030197,12852.12,226.05,1
102,ec6ea4cf71,2024-04-05,3,2688.63,12265.22,29242.86,45,19666.27,62,2,12088.99,17153.87,8,2702.79,12,6556.38,1,315.48,10,1903.9,2,580.87,4,2054.95,1,1678.33,7.32,194.16,20.7,80.99,43.82,48.58,2,3884.4,38,1930.51,21595.14,3,9576.59,0.41339971534931946,0.13283242473547388,0.6158895184659406,19664.63,346.98999999999995,2
103,18900979b9,2024-08-01,3,2160.32,17954.86,32476.97,50,16682.43,66,0,0.0,32476.97,4,715.88,20,1988.47,10,459.34,1,753.12,5,1432.57,0,1426.34,0,0.0,5.1,200.96,0.0,0.0,0.0,28.85,5,1488.33,83,-245.35,25279.24,3,15794.54,0.0,0.04582724312027876,0.4816320791840239,25524.59,206.06,0
104,ab4309eb12,2024-03-14,3,8306.46,619.1,24815.04,46,32502.4,114,5,7514.01,17301.03,5,290.59,12,12549.49,6,1173.57,1,1739.35,1,768.74,0,2710.67,0,0.0,7.56,137.28,0.0,0.0,0.0,20.28,6,6123.69,7,-501.05,2058.35,3,-7687.360000000001,0.3028006402568765,0.246773327788309,0.9813082136980512,2559.4,144.84,1
105,fb56a54fb5,2024-07-03,3,6668.22,3524.34,8478.24,47,11622.12,18,5,3237.61,5240.63,3,347.16,17,1108.3,9,58.54,6,788.71,2,1008.17,4,465.37,3,116.45,7.65,112.33,0.0,86.56,0.0,28.92,0,374.9,82,3947.97,7951.92,3,-3143.880000000001,0.3818728887127517,0.044219083205948403,0.7673159272859797,4003.9500000000003,206.54000000000002,0
106,bf0365d28a,2025-03-13,3,9310.48,17108.77,26383.08,27,18584.79,19,2,12147.92,14235.16,4,4141.81,1,3085.76,10,694.87,8,1555.91,1,1786.8,5,3531.28,2,253.68,9.68,17.66,0.0,147.5,0.0,24.48,3,2869.7,12,321.04,30173.95,3,7798.290000000001,0.46044358732945506,0.10877046955852007,0.520676278858147,29852.91,174.84,2
107,18a749be2d,2024-01-06,3,61.55,-333.68,1942.32,52,2337.55,102,1,1446.51,495.81,4,602.3,2,525.49,6,8.86,3,135.38,0,108.2,1,63.99,1,47.58,5.88,120.97,6.77,27.13,82.0,33.99,3,256.08,56,-136.21,-87.35,2,-395.23000000000025,0.7447331026813295,0.1318423328802669,1.1665177880800652,48.860000000000014,242.75,1
108,7946062b95,2024-07-24,3,1283.56,6766.04,21366.52,54,15884.04,72,6,8869.4,12497.12,0,1800.72,1,28.94,10,405.32,5,1255.18,2,1072.67,1,4128.87,0,0.0,12.41,71.65,16.64,0.0,36.41,19.2,6,70.15,37,158.15,12277.77,2,5482.48,0.415107373591956,0.0032831738626599,0.7012796422794092,12119.62,137.11,1
109,26a1b519fe,2024-12-09,3,6157.49,17227.29,1802.4,38,7959.889999999999,65,5,766.6,1035.8,2,144.8,6,1773.47,5,336.09,7,60.16,5,327.44,1,561.01,0,0.0,28.53,295.95,0.0,0.0,0.0,45.43,10,1028.42,2,3127.64,14836.66,2,-6157.49,0.42532179316466934,0.5705836662228141,1.0,11709.02,324.48,2
110,9219ba6472,2024-03-30,3,5928.69,4565.14,6084.24,43,7447.79,24,4,4295.21,1789.03,0,2028.31,14,281.74,2,26.18,8,202.55,2,65.85,1,1306.94,1,458.14,21.55,261.54,0.0,61.32,0.0,48.22,0,622.23,51,4598.89,5683.67,1,-1363.5500000000002,0.7059567012478141,0.10226914125675517,0.6199811369915582,1084.7799999999997,344.41,1
111,a7858f6340,2024-01-08,3,7144.63,11493.59,17793.78,38,13444.82,22,3,8126.9,9666.88,7,1259.99,1,1735.76,6,254.14,8,803.37,3,798.14,1,1801.18,1,3.31,29.26,274.42,0.0,98.05,0.0,56.24,1,471.83,31,4972.89,21100.3,3,4348.959999999999,0.4567270135968861,0.026516569273083067,0.539120978442491,16127.41,401.73,1
112,cdfd947825,2024-05-13,3,3615.92,19202.35,14423.59,11,18039.51,61,3,5261.66,9161.93,0,2686.2,19,1174.67,0,203.93,10,346.2,3,701.42,1,4772.9,0,0.0,27.15,269.15,0.0,0.0,0.0,41.48,9,1559.56,48,-1149.54,18261.59,1,-3615.9199999999983,0.3647954496765368,0.10812564694365272,0.9999999999999998,19411.13,296.29999999999995,0
113,9077b90aea,2024-04-01,3,3015.86,952.04,21964.05,47,24027.87,25,3,17403.85,4560.2,7,501.26,4,7604.26,6,356.63,5,2020.28,3,698.84,3,4873.38,1,3169.83,37.01,140.04,0.0,23.82,0.0,28.12,10,2226.46,49,-483.05,6582.56,3,-2063.8199999999997,0.7923789100826122,0.10136837240854943,0.9618877730143943,7065.610000000001,200.86999999999998,1
114,fca00c4fc8,2025-02-05,3,8414.51,-857.01,18175.92,52,27447.44,31,1,12578.41,5597.51,8,4819.0,10,4027.94,8,1024.11,4,1631.12,2,1452.94,3,6314.45,1,1648.93,19.8,241.11,0.0,118.0,0.0,53.05,8,3276.7,50,4442.03,24982.1,3,-9271.52,0.6920370468179878,0.1802769818529131,1.0322300165886749,20540.07,378.91,0
115,22aa8b367c,2025-02-26,3,6681.09,8642.91,21600.55,42,19638.73,116,2,9086.3,12514.25,3,484.93,19,1169.07,7,32.2,9,1818.1,1,161.8,3,1291.96,2,285.28,34.56,39.57,0.0,115.15,0.0,26.5,1,494.03,53,2989.02,15593.27,3,1961.8199999999997,0.42065132600790256,0.022871176891329156,0.6943985568022222,12604.25,189.28,1
116,5639dd6c9f,2024-08-08,3,9638.8,19167.75,14907.11,13,5378.16,72,6,11309.77,3597.34,3,858.22,18,1695.5,0,113.96,5,180.99,0,85.91,3,725.85,3,220.42,31.85,156.35,0.0,161.07,0.0,48.9,1,1015.46,75,8907.52,21667.5,2,9528.95,0.7586829372024491,0.06811917266324592,0.21910615658576113,12759.98,349.27,1
117,c965b59f12,2024-09-23,3,553.53,9688.97,1654.0,22,2207.53,103,4,1408.92,245.08,2,225.26,9,316.62,5,58.03,9,148.37,4,171.06,2,521.2,2,379.94,20.12,245.5,0.0,38.03,0.0,42.51,7,39.61,22,-302.72,9550.24,1,-553.5300000000002,0.8518258766626361,0.023948004836759372,1.0000000000000002,9852.96,303.65,2
118,7cc4cd3c67,2024-06-19,3,3097.7,8638.66,32093.97,54,26553.01,99,2,10250.09,21843.88,6,1124.59,11,4548.48,8,1034.58,6,1269.12,5,861.41,2,572.88,0,0.0,12.74,190.97,0.0,0.0,0.0,28.52,8,3384.33,76,1564.73,27012.22,2,5540.960000000003,0.3193774406843404,0.10545065007538798,0.754525431728588,25447.49,203.71,0
119,1ab166ee9c,2024-05-23,3,1731.65,18300.05,29421.76,6,12853.36,10,0,0.0,29421.76,5,1552.82,9,1739.03,8,379.53,2,137.48,5,880.18,4,1988.63,1,1706.15,5.49,88.76,0.0,189.23,0.0,39.69,10,313.93,47,1309.0,25796.88,1,16568.399999999998,0.0,0.010669993909269874,0.4125827638130144,24487.88,283.48,1
120,831377e06a,2024-03-09,3,1743.52,17646.34,6956.83,12,8700.35,109,6,3848.73,3108.1,1,2584.47,19,1857.1,9,79.13,4,721.84,4,666.12,1,1845.53,1,853.07,32.1,191.25,0.0,25.74,0.0,34.87,10,351.68,55,-180.57,14979.75,1,-1743.5200000000004,0.553230422476904,0.05055175992513832,1.0,15160.32,249.09,0
121,5c075908f1,2025-02-12,3,8124.3,-1485.65,18358.02,43,27967.97,10,6,9383.35,8974.67,7,6835.46,7,6681.74,9,116.67,2,300.67,3,258.33,0,5918.01,0,0.0,21.37,88.46,0.0,0.0,0.0,15.38,10,5114.16,57,2934.72,4536.91,1,-9609.95,0.5111308300132585,0.27857906244791103,1.056099692171985,1602.19,109.83,0
122,06fe563ab9,2024-06-05,3,2380.25,15079.86,37893.56,52,25193.95,74,2,12430.52,25463.04,3,7220.19,20,5875.63,4,263.52,5,2252.04,2,453.15,5,310.34,2,128.59,42.7,40.29,0.0,107.95,0.0,26.73,6,3936.82,61,89.0,30124.15,1,12699.609999999997,0.328037798507187,0.10389153196479825,0.6255665902977643,30035.15,190.94,1
123,9ad477c6a6,2024-03-05,3,5665.57,13038.19,32554.93,33,25182.31,89,1,11973.96,20580.97,1,2260.57,14,7410.55,3,147.38,1,1725.54,5,2278.46,3,1512.44,2,506.2,11.54,83.37,0.0,119.6,0.0,30.03,1,2908.67,34,910.34,13223.67,1,7372.619999999999,0.36780788654744456,0.08934652908177042,0.6588691932339975,12313.33,214.51,2
124,464f4f28ed,2025-01-20,3,3762.72,11437.65,23600.48,21,15925.55,37,2,12587.42,11013.06,8,2243.85,1,982.66,0,350.44,8,1216.1,3,298.25,4,4140.59,3,1147.79,24.21,61.69,0.0,43.54,0.0,18.12,6,2678.87,15,-62.1,16422.09,2,7674.93,0.5333544063510572,0.11350913201765388,0.5820061250146181,16484.19,129.44,2
125,8480de3f9a,2024-01-22,3,4598.03,3878.83,27914.8,29,28634.0,74,4,20805.31,7109.49,5,955.56,16,1451.1,4,140.31,9,99.3,1,2579.28,4,8070.59,2,4285.25,14.55,126.69,0.0,87.43,0.0,32.01,8,2591.99,30,1577.9,26832.61,3,-719.2000000000007,0.745314671787009,0.09285361170418559,0.8806984811841971,25254.71,228.67000000000002,1
126,5742322a60,2024-05-27,3,9304.67,12347.25,35529.11,53,32486.53,39,2,25707.31,9821.8,0,7029.57,11,5939.04,2,1420.97,1,753.58,0,970.22,4,1035.19,3,28.21,11.16,42.02,0.0,21.67,0.0,10.48,7,418.33,25,9196.13,26381.48,1,3042.5800000000017,0.7235562613304978,0.011774288745200766,0.7245993980431719,17185.35,74.85000000000001,2
127,e7d9d1974e,2025-01-11,3,6228.86,19156.81,30093.36,38,17165.41,69,4,20858.49,9234.87,5,1720.24,20,4525.52,7,112.24,6,32.58,1,1045.09,3,3726.42,2,3019.95,28.87,95.35,0.0,106.4,0.0,32.29,9,134.13,86,948.19,35010.72,3,12927.95,0.6931259919131663,0.004457129413265916,0.4725870279955355,34062.53,230.62,1
128,2b2ba1c1bc,2024-09-27,3,6280.95,9259.82,24779.22,57,21800.35,42,3,13144.12,11635.1,0,585.75,16,3272.94,4,821.39,4,1168.86,4,148.05,4,1977.14,3,1535.35,38.72,93.74,0.0,74.31,0.0,28.95,5,730.09,9,6146.5,27697.8,1,2978.8700000000026,0.5304493038925358,0.029463800716891007,0.70187478046643,21551.3,206.76999999999998,2
129,190688f1f6,2025-05-06,3,6309.59,7124.29,5008.19,42,4193.49,106,0,0.0,5008.19,0,1046.64,12,1456.02,10,33.66,5,301.01,2,297.8,3,1235.9,3,1176.5,11.51,97.75,0.0,66.63,0.0,24.62,3,259.45,71,2458.85,9258.58,1,814.6999999999998,0.0,0.05180514317547857,0.37052231091256416,6799.73,175.89,0
130,38c5d3e9ad,2024-06-10,3,3537.39,-1849.67,2434.96,34,7822.02,103,2,1324.7,1110.26,8,1094.69,5,2870.46,7,155.3,7,134.88,0,459.98,0,620.6,0,0.0,22.21,123.13,0.0,0.0,0.0,20.35,3,1271.35,89,1847.64,3065.9,3,-5387.06,0.5440335775536354,0.5221235667115681,1.3097055597880232,1218.26,145.34,0
131,213036c6f9,2024-12-01,3,5076.18,5265.65,10130.79,38,9941.32,108,2,4995.0,5135.79,10,2121.45,8,817.79,3,113.53,1,213.43,4,716.73,4,2701.13,0,0.0,36.1,20.16,0.0,0.0,0.0,7.88,8,1197.01,72,4966.15,9533.65,1,189.47000000000116,0.4930513809880572,0.11815564235365651,0.653734438879014,4567.5,56.260000000000005,0
132,7dc8d534e4,2024-06-16,3,9076.41,-1501.36,26364.46,41,36942.23,34,0,0.0,26364.46,10,1190.6,7,3192.88,3,465.16,3,2044.77,1,1894.22,2,4369.27,1,1758.28,12.57,101.91,0.0,156.79,0.0,37.98,5,1777.85,34,5265.97,29194.32,1,-10577.770000000004,0.0,0.06743358293702963,1.0423623912166944,23928.35,271.27,0
133,2409101b99,2024-11-29,3,6737.09,5122.35,30057.63,41,31672.37,97,6,17989.52,12068.11,9,6384.35,6,5485.07,6,1005.52,4,540.82,4,881.49,2,3535.37,1,3423.23,5.09,13.22,0.0,127.83,0.0,20.46,8,2795.89,75,-164.92,29636.0,2,-1614.739999999998,0.5985009463487307,0.09301764643453259,0.8607857323007213,29800.92,146.14,0
134,05fc765d37,2024-01-28,3,8191.52,4673.38,36303.48,37,39821.62,119,4,30877.82,5425.66,4,11354.82,1,2285.44,3,574.56,9,345.78,0,3363.69,1,3184.3,1,1927.54,32.55,208.53,0.0,6.77,0.0,34.7,9,4404.15,0,3169.07,31053.5,1,-3518.1399999999994,0.8505471100842122,0.12131481610027467,0.8949684234183617,27884.43,247.85,2
135,3354b6fe40,2024-08-02,3,7195.07,11314.01,28336.53,48,24217.59,93,3,11525.74,16810.79,7,5396.79,17,5044.71,9,883.08,3,102.24,0,364.13,2,6275.83,1,1054.61,19.63,24.3,0.0,116.41,0.0,22.45,7,2507.19,78,6699.78,11963.19,1,4118.939999999999,0.40674493313048565,0.08847907630186194,0.6815789325558095,5263.410000000001,160.34,0
136,cacccdb8db,2024-08-15,3,2678.9,10087.28,19921.16,56,12512.78,111,3,13546.66,6374.5,7,865.63,11,3243.17,4,279.08,2,425.21,1,361.71,3,2666.53,0,0.0,19.17,121.98,0.0,0.0,0.0,19.76,3,1676.62,84,-755.25,16480.45,3,7408.379999999999,0.6800136136650677,0.08416276963791265,0.5536613619609859,17235.7,141.15,1
137,3faa1389bb,2024-10-08,3,6025.66,7085.26,10069.07,18,9009.47,34,2,7359.43,2709.64,9,990.64,16,1769.58,9,2.26,5,308.64,3,831.04,5,1594.85,3,201.19,9.55,281.96,4.14,164.2,66.05,73.63,8,1204.44,65,1541.99,7619.11,2,1059.6000000000004,0.7308947102363973,0.11961779985639191,0.5597776415012864,6077.12,525.9,0
138,c1954bb7cf,2024-09-03,3,871.54,14084.63,31880.76,41,18667.67,10,4,17595.75,14285.01,10,2707.33,20,1187.89,8,358.77,1,988.73,4,100.69,0,496.53,0,0.0,5.78,40.9,0.0,0.0,0.0,6.54,7,2239.37,18,-1295.67,23511.26,1,13213.09,0.5519237935356623,0.07024205194606402,0.5699651627519289,24806.93,46.68,2
